10.3706,10.5503,10.3008,11.0729
10.1900,10.4644,10.9941,10.4270
10.0006,10.2590,10.0330,10.5563
10.7107,10.7423,10.9989,11.3866
10.4961,10.4036,10.9926,11.4825
10.9104,10.1431,10.2892,11.0745
10.9895,10.6264,10.8693,11.1207
10.7027,10.0275,10.3307,10.9592
10.9862,10.9870,10.9972,10.8154
10.1414,10.1224,10.9766,11.5357
10.8201,10.9688,10.1856,10.5317
10.8597,10.0889,10.0006,10.0970
10.8630,10.1571,10.5170,10.7105
10.1178,10.1684,10.6977,11.3656
10.0040,10.8382,10.6751,10.5396
10.2150,10.5142,10.5008,11.0626
10.8561,10.1928,10.0117,11.5828
10.9662,10.9611,10.6614,10.3786
10.7028,10.0011,10.9476,11.2134
10.0687,10.0005,10.2960,12.2944
10.9980,10.0656,10.8548,12.3330
10.5678,10.3950,10.3803,10.6863
10.0374,10.6945,10.4443,10.3458
10.6600,10.7726,10.9815,10.3731
10.6916,10.8638,10.0007,10.8783
10.2982,10.9105,10.9487,12.4711
10.9105,10.5863,10.9976,10.6819
10.5630,10.7360,10.0491,10.5322
10.7661,10.9049,10.0810,10.9375
10.0223,10.5954,10.9739,12.3033
10.1875,10.0170,10.0562,12.3819
10.8990,10.0015,10.0223,11.1409
10.3769,10.8788,10.9494,11.1967
10.8402,10.8437,10.0381,10.7270
10.8601,10.9998,10.9649,10.4071
10.0175,10.2540,10.8785,10.5310
10.0326,10.2482,10.4910,10.8166
10.8148,10.9948,10.8998,10.9676
10.8227,10.7798,10.9907,11.7936
10.0215,10.2201,10.0067,11.1945
10.3824,10.8227,10.0411,11.2529
10.2116,10.2862,10.1631,11.5305
10.8201,10.5860,10.6909,11.7841
10.0604,10.9758,10.7288,11.9446
10.0012,10.4981,10.0077,11.0128
10.9886,10.6590,10.1255,10.2594
10.0013,10.0680,10.4328,10.5300
10.0107,10.0611,10.0069,10.8249
10.1172,10.1202,10.5981,11.2720
10.1417,10.5697,10.0376,10.9258
10.8472,10.9432,10.9929,11.6199
10.9128,10.5063,10.9084,10.6141
10.6853,10.9257,10.0553,10.5750
10.9100,10.7135,10.7984,11.3394
10.8294,10.8051,10.5624,10.7557
10.7265,10.3355,10.8351,12.2712
10.9968,10.2443,10.0827,11.6416
10.5445,10.9232,10.2034,12.0562
10.7872,10.0018,10.0004,11.2298
10.9907,10.9964,10.2326,10.8090
10.7667,10.4080,10.0000,11.3545
10.0006,10.7181,10.1513,10.4523
10.4195,10.9831,10.2356,11.3973
10.0182,10.0408,10.7776,12.0853
10.0555,10.9707,10.8880,10.2843
10.4906,10.7512,10.6076,12.7888
10.2209,10.9914,10.6178,10.8174
10.1768,10.3938,10.6552,10.9172
10.4457,10.1922,10.8377,10.3597
10.2385,10.3131,10.9852,10.4758
10.3849,10.8688,10.5210,11.9905
10.0368,10.8527,10.0372,10.3473
10.9429,10.1964,10.1576,11.0170
10.2618,10.1891,10.7194,11.0632
10.9872,10.6466,10.0692,11.0196
10.9914,10.9783,10.4264,11.4193
10.9885,10.9989,10.6365,11.2188
10.7859,10.0014,10.8360,10.7101
10.4712,10.8305,10.9414,10.3684
10.9654,10.3437,10.8985,10.6673
10.4019,10.1666,10.0010,10.9985
10.3461,10.5155,10.2167,11.5132
10.2186,10.3503,10.0023,10.0880
10.0783,10.0084,10.7406,11.2629
10.0849,11.0000,10.3772,11.9786
10.5154,10.1271,10.5614,10.6026
10.9078,10.4569,10.0959,11.9238
10.9846,10.2090,10.0305,10.4772
10.8416,10.9626,10.7235,10.7592
10.9932,10.7105,10.1786,11.5713
10.2484,10.0982,10.2188,10.6359
10.2263,10.5386,10.0000,10.3624
10.0475,10.0592,10.9622,11.3643
10.0246,10.0276,10.7452,10.6163
10.0169,10.7621,10.3441,12.0970
11.0000,10.9416,10.9223,10.9431
10.4095,10.2487,10.9592,11.2335
10.5151,10.5157,10.1323,11.6222
10.8630,10.3547,10.8421,11.7167
10.9643,10.7938,10.5406,11.2954
